artist_name,artist_uri,album_uri,album_name,album_img,album_type,is_collaboration,album_release_date,album_release_year,album_popularity,track_name,track_uri,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity,track_preview_url,track_open_spotify_url,year
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help!,https://i.scdn.co/image/100f7cc6ac8521ac70329e29bc8ccd8503e2bc8b,album,FALSE,1965-08-06,1965-08-06,72,You Like Me Too Much - Remastered 2009,0y1LLH0NiwOD5tM3aNMXTr,10,1,0.555,0.57,G,-7.869,major,0.0302,0.415,0,0.191,0.899,88.316,156867,4,G major,47,NA,https://open.spotify.com/track/0y1LLH0NiwOD5tM3aNMXTr,1965
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help!,https://i.scdn.co/image/100f7cc6ac8521ac70329e29bc8ccd8503e2bc8b,album,FALSE,1965-08-06,1965-08-06,72,Tell Me What You See - Remastered 2009,2jnr9KaaMAmvk0zMcM9UzV,11,1,0.592,0.796,G,-8.125,major,0.0429,0.061,0,0.131,0.7,136.675,157987,4,G major,47,NA,https://open.spotify.com/track/2jnr9KaaMAmvk0zMcM9UzV,1965
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help!,https://i.scdn.co/image/100f7cc6ac8521ac70329e29bc8ccd8503e2bc8b,album,FALSE,1965-08-06,1965-08-06,72,I've Just Seen A Face - Remastered 2009,788U1Sqej9M6c4iikuDGxO,12,1,0.647,0.56,A,-8.809,major,0.0387,0.723,0,0.118,0.913,120.418,125040,3,A major,61,NA,https://open.spotify.com/track/788U1Sqej9M6c4iikuDGxO,1965
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help!,https://i.scdn.co/image/100f7cc6ac8521ac70329e29bc8ccd8503e2bc8b,album,FALSE,1965-08-06,1965-08-06,72,Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,13,1,0.332,0.179,F,-11.83,major,0.0326,0.879,0,0.0886,0.315,96.529,125667,4,F major,73,NA,https://open.spotify.com/track/3BQHpFgAp4l80e1XslIjNI,1965
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0PT5m6hwPRrpBwIHVnvbFX,Help!,https://i.scdn.co/image/100f7cc6ac8521ac70329e29bc8ccd8503e2bc8b,album,FALSE,1965-08-06,1965-08-06,72,Dizzy Miss Lizzy - Remastered 2009,70Dohn82wv6VtxGesqRzbZ,14,1,0.373,0.934,A,-6.753,major,0.0591,0.116,0.00445,0.0962,0.918,136.037,176507,4,A major,47,NA,https://open.spotify.com/track/70Dohn82wv6VtxGesqRzbZ,1965
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Two Of Us - Remastered 2009,0CaBBQsaAiRHhiLmzi7ZRp,1,1,0.726,0.702,G,-10.757,major,0.032,0.0974,3.46e-5,0.239,0.931,109.114,216813,4,G major,54,NA,https://open.spotify.com/track/0CaBBQsaAiRHhiLmzi7ZRp,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Dig A Pony - Remastered 2009,4OUmlC67FoPLvQNuE5C7kF,2,1,0.538,0.478,B,-8.957,minor,0.0388,0.472,0,0.17,0.527,59.004,235e3,4,B minor,51,NA,https://open.spotify.com/track/4OUmlC67FoPLvQNuE5C7kF,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Across The Universe - Remastered 2009,4dkoqJrP0L8FXftrMZongF,3,1,0.257,0.412,C#,-11.788,major,0.0287,0.361,8.68e-5,0.0702,0.858,152.126,228133,4,C# major,64,NA,https://open.spotify.com/track/4dkoqJrP0L8FXftrMZongF,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,I Me Mine - Remastered 2009,2BMqay80iBzZTa608Y1eG1,4,1,0.291,0.638,A,-7.854,minor,0.0554,0.179,0,0.101,0.525,185.235,145587,3,A minor,52,NA,https://open.spotify.com/track/2BMqay80iBzZTa608Y1eG1,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Dig It - Remastered 2009,0eRyOunOVBChlXxIvqwOxH,5,1,0.54,0.489,F,-12.276,major,0.117,0.659,0.0019,0.457,0.67,157.03,50467,3,F major,47,NA,https://open.spotify.com/track/0eRyOunOVBChlXxIvqwOxH,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,6,1,0.443,0.403,C,-8.339,major,0.0322,0.631,0,0.111,0.41,143.462,243027,4,C major,77,NA,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Maggie Mae - Remastered 2009,2VsX1BoWSGiuVXGiFSUr6h,7,1,0.516,0.515,D,-12.035,minor,0.215,0.379,0,0.103,0.524,169.039,40040,4,D minor,48,NA,https://open.spotify.com/track/2VsX1BoWSGiuVXGiFSUr6h,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,I've Got A Feeling - Remastered 2009,3gwRWIbr5ycEVLIAXrWaw7,8,1,0.44,0.609,D,-8.824,major,0.0358,0.0715,0,0.582,0.364,165.156,217560,4,D major,53,NA,https://open.spotify.com/track/3gwRWIbr5ycEVLIAXrWaw7,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,One After 909 - Remastered 2009,50qHmeex1nPTyQTwBXjSE4,9,1,0.554,0.828,E,-6.435,major,0.0739,0.0307,0,0.907,0.888,90.95,173960,4,E major,48,NA,https://open.spotify.com/track/50qHmeex1nPTyQTwBXjSE4,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,The Long And Winding Road - Remastered 2009,3mlMpmY8oZIBFc39D9zLbh,10,1,0.299,0.329,D#,-10.096,major,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187,4,D# major,60,NA,https://open.spotify.com/track/3mlMpmY8oZIBFc39D9zLbh,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,For You Blue - Remastered 2009,5dpRJkvY8oWMQmQbEQTXhO,11,1,0.88,0.556,D,-10.773,major,0.0855,0.24,0.0483,0.24,0.955,128.542,152213,4,D major,49,NA,https://open.spotify.com/track/5dpRJkvY8oWMQmQbEQTXhO,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be,https://i.scdn.co/image/920142fb308970e28aade4a288041a4d1b8f9519,album,FALSE,1970-05-08,1970-05-08,72,Get Back - Remastered 2009,4MLBqAEzNN89o2M9h92Z26,12,1,0.761,0.592,D,-9.836,major,0.0586,0.492,0.00626,0.61,0.332,123.095,189387,4,D major,65,NA,https://open.spotify.com/track/4MLBqAEzNN89o2M9h92Z26,1970
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Magical Mystery Tour - Remastered 2009,0qHMhBZqYb99yhX9BHcIkV,1,1,0.297,0.613,A,-9.065,major,0.0931,0.0385,3.98e-5,0.0734,0.338,170.962,170107,4,A major,53,NA,https://open.spotify.com/track/0qHMhBZqYb99yhX9BHcIkV,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,The Fool On The Hill - Remastered 2009,6rHh8urosEFRI67xVa6fzU,2,1,0.356,0.26,E,-10.577,minor,0.0314,0.913,2.1e-6,0.105,0.49,144.184,179107,4,E minor,57,NA,https://open.spotify.com/track/6rHh8urosEFRI67xVa6fzU,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Flying - Remastered 2009,1itLKsCWHtLnxALkgBk1Fa,3,1,0.551,0.395,C,-14.755,major,0.0501,0.368,0.88,0.0932,0.261,92.929,135520,4,C major,50,NA,https://open.spotify.com/track/1itLKsCWHtLnxALkgBk1Fa,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Blue Jay Way - Remastered 2009,0QIX9BS0AUCQcHYvyrsMkV,4,1,0.294,0.407,C,-11.575,major,0.0308,0.0258,2.19e-4,0.0852,0.0378,101.052,235067,4,C major,50,NA,https://open.spotify.com/track/0QIX9BS0AUCQcHYvyrsMkV,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Your Mother Should Know - Remastered 2009,1dxbAIfCASqv6jix2R1Taj,5,1,0.698,0.293,C,-11.361,major,0.0332,0.784,0.0106,0.0936,0.724,117.613,148413,4,C major,54,NA,https://open.spotify.com/track/1dxbAIfCASqv6jix2R1Taj,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,I Am The Walrus - Remastered 2009,6Pq9MmkDQYZiiCDpxnvrf6,6,1,0.401,0.556,D,-10.532,major,0.0513,0.0828,3.59e-4,0.589,0.654,85.206,275867,4,D major,63,NA,https://open.spotify.com/track/6Pq9MmkDQYZiiCDpxnvrf6,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,"Hello, Goodbye - Remastered 2009",0vZ97gHhemKm6c64hTfJNA,7,1,0.479,0.733,C,-8.753,major,0.0256,0.306,2.4e-5,0.414,0.806,99.307,208840,4,C major,64,NA,https://open.spotify.com/track/0vZ97gHhemKm6c64hTfJNA,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Strawberry Fields Forever - Remastered 2009,3Am0IbOxmvlSXro7N5iSfZ,8,1,0.39,0.502,A#,-12.277,major,0.178,0.336,1.38e-4,0.0713,0.289,97.871,247320,4,A# major,66,NA,https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,Penny Lane - Remastered 2009,1h04XMpzGzmAudoI6VHBgA,9,1,0.651,0.488,A,-8.22,major,0.0316,0.212,0.026,0.136,0.49,113.038,180893,4,A major,54,NA,https://open.spotify.com/track/1h04XMpzGzmAudoI6VHBgA,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,"Baby, You're A Rich Man - Remastered 2009",0JBvtprXP2Z0LP3jmzA7Xp,10,1,0.619,0.625,G,-9.635,major,0.036,0.0119,1.05e-6,0.152,0.467,96.751,181307,4,G major,57,NA,https://open.spotify.com/track/0JBvtprXP2Z0LP3jmzA7Xp,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,2BtE7qm1qzM80p9vLSiXkj,Magical Mystery Tour,https://i.scdn.co/image/5285883c36ac02d3437a5af91924843629b489c3,album,FALSE,1967-11-27,1967-11-27,69,All You Need Is Love - Remastered 2009,68BTFws92cRztMS1oQ7Ewj,11,1,0.4,0.48,G,-7.768,major,0.0295,0.346,3.1e-5,0.155,0.653,103.436,230387,4,G major,65,NA,https://open.spotify.com/track/68BTFws92cRztMS1oQ7Ewj,1967
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,I Saw Her Standing There - Remastered 2009,3KiexfmhxHvG5IgAElmTkd,1,1,0.491,0.801,E,-9.835,major,0.0361,0.27,0,0.0665,0.971,160.109,173947,4,E major,66,NA,https://open.spotify.com/track/3KiexfmhxHvG5IgAElmTkd,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Misery - Remastered 2009,40qXGg5nRbcWzcFb26KWkQ,2,1,0.591,0.605,C,-10.925,major,0.0413,0.707,0,0.309,0.882,133.348,108547,4,C major,50,NA,https://open.spotify.com/track/40qXGg5nRbcWzcFb26KWkQ,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Anna (Go To Him) - Remastered 2009,2baEFuU0gQon0hgVRioI1o,3,1,0.608,0.565,D,-11.06,major,0.0336,0.635,0,0.0601,0.835,109.286,177133,4,D major,58,NA,https://open.spotify.com/track/2baEFuU0gQon0hgVRioI1o,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Chains - Remastered 2009,3JQWLa88R35d971o5bIImd,4,1,0.654,0.561,A#,-10.551,major,0.0304,0.608,0,0.129,0.929,129.884,145080,4,A# major,47,NA,https://open.spotify.com/track/3JQWLa88R35d971o5bIImd,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Boys - Remastered 2009,7JxGM1R32ZqfwZou3VtnTg,5,1,0.402,0.86,E,-10.31,major,0.0504,0.607,0,0.736,0.822,142.445,146440,4,E major,49,NA,https://open.spotify.com/track/7JxGM1R32ZqfwZou3VtnTg,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Ask Me Why - Remastered 2009,7529Z6b1rlGZFFPWjHPeV5,6,1,0.605,0.394,E,-11.33,major,0.0378,0.767,0,0.0967,0.597,133.942,146533,4,E major,49,NA,https://open.spotify.com/track/7529Z6b1rlGZFFPWjHPeV5,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Please Please Me - Remastered 2009,6EHuOufBeL6vk3TvVJB5qo,7,1,0.527,0.48,E,-9.61,major,0.028,0.334,0,0.0702,0.706,139.388,120853,4,E major,60,NA,https://open.spotify.com/track/6EHuOufBeL6vk3TvVJB5qo,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Love Me Do - Remastered 2009,3VbGCXWRiouAq8VyMYN2MI,8,1,0.52,0.829,C,-6.228,major,0.0806,0.386,6.2e-5,0.227,0.744,147.997,141693,4,C major,66,NA,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,P.S. I Love You - Remastered 2009,7Msq9qojB7yORuJvz49iUy,9,1,0.635,0.656,D,-8.5,major,0.0291,0.389,0.00127,0.0828,0.77,134.435,124360,4,D major,50,NA,https://open.spotify.com/track/7Msq9qojB7yORuJvz49iUy,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Baby It's You - Remastered 2009,2VmB1rF9FtfKUmFHDVnq8Q,10,1,0.608,0.494,E,-12.211,minor,0.0345,0.778,0,0.0926,0.879,112.421,160520,4,E minor,58,NA,https://open.spotify.com/track/2VmB1rF9FtfKUmFHDVnq8Q,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Do You Want To Know A Secret - Remastered 2009,7Aobt67JnaF7qN8jCCKvHq,11,1,0.673,0.349,E,-12.414,major,0.0368,0.608,0,0.38,0.609,124.451,117013,4,E major,60,NA,https://open.spotify.com/track/7Aobt67JnaF7qN8jCCKvHq,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,A Taste Of Honey - Remastered 2009,7fh53ta3vAOGJMQ4i5tCHe,12,1,0.42,0.372,C#,-11.416,minor,0.0327,0.698,0,0.104,0.412,101.408,123480,3,C# minor,47,NA,https://open.spotify.com/track/7fh53ta3vAOGJMQ4i5tCHe,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,There's A Place - Remastered 2009,4dessGxnKXmTbHPhVgqODq,13,1,0.455,0.582,E,-10.009,major,0.0292,0.629,4.22e-6,0.172,0.927,140.928,110493,4,E major,47,NA,https://open.spotify.com/track/4dessGxnKXmTbHPhVgqODq,1963
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,3KzAvEXcqJKBF97HrXwlgf,Please Please Me,https://i.scdn.co/image/215742dc3f7ec9ca88445d5549975a6998e8376c,album,FALSE,1963-03-22,1963-03-22,72,Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l,14,1,0.482,0.849,D,-9.198,major,0.0452,0.641,7.74e-6,0.0414,0.937,124.631,155227,4,D major,74,NA,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,1963
